Year of Birth,Gender,Ethnicity,Child's First Name,Count,Rank
2016,MALE,OTHER ETHNICITY,Michael10304,196,5
2017,FEMALE,ASIAN AND PACIFIC ISLANDER,Jennifer10305,195,6
2018,MALE,BLACK NON HISPANIC,William10306,194,7
2019,FEMALE,HISPANIC,Linda10307,193,8
2020,MALE,WHITE NON HISPANIC,David10308,192,9
2021,FEMALE,OTHER ETHNICITY,Barbara10309,191,10
2022,MALE,ASIAN AND PACIFIC ISLANDER,Richard10310,190,11
2023,FEMALE,BLACK NON HISPANIC,Susan10311,189,12
2016,MALE,HISPANIC,Joseph10312,188,13
2017,FEMALE,WHITE NON HISPANIC,Jessica10313,187,14
2018,MALE,OTHER ETHNICITY,Thomas10314,186,15
2019,FEMALE,ASIAN AND PACIFIC ISLANDER,Sarah10315,185,16
2020,MALE,BLACK NON HISPANIC,Charles10316,184,17
2021,FEMALE,HISPANIC,Karen10317,183,18
2022,MALE,WHITE NON HISPANIC,Christopher10318,182,19
2023,FEMALE,OTHER ETHNICITY,Nancy10319,181,20
2016,MALE,ASIAN AND PACIFIC ISLANDER,James10320,180,21
2017,FEMALE,BLACK NON HISPANIC,Mary10321,179,22
2018,MALE,HISPANIC,Robert10322,178,23
2019,FEMALE,WHITE NON HISPANIC,Patricia10323,177,24
2020,MALE,OTHER ETHNICITY,Michael10324,176,25
2021,FEMALE,ASIAN AND PACIFIC ISLANDER,Jennifer10325,175,26
2022,MALE,BLACK NON HISPANIC,William10326,174,27
2023,FEMALE,HISPANIC,Linda10327,173,28
2016,MALE,WHITE NON HISPANIC,David10328,172,29
2017,FEMALE,OTHER ETHNICITY,Barbara10329,171,30
2018,MALE,ASIAN AND PACIFIC ISLANDER,Richard10330,170,31
2019,FEMALE,BLACK NON HISPANIC,Susan10331,169,32
2020,MALE,HISPANIC,Joseph10332,168,33
2021,FEMALE,WHITE NON HISPANIC,Jessica10333,167,34
2022,MALE,OTHER ETHNICITY,Thomas10334,166,35
2023,FEMALE,ASIAN AND PACIFIC ISLANDER,Sarah10335,165,36
2016,MALE,BLACK NON HISPANIC,Charles10336,164,37
2017,FEMALE,HISPANIC,Karen10337,163,38
2018,MALE,WHITE NON HISPANIC,Christopher10338,162,39
2019,FEMALE,OTHER ETHNICITY,Nancy10339,161,40
2020,MALE,ASIAN AND PACIFIC ISLANDER,James10340,160,41
2021,FEMALE,BLACK NON HISPANIC,Mary10341,159,42
2022,MALE,HISPANIC,Robert10342,158,43
2023,FEMALE,WHITE NON HISPANIC,Patricia10343,157,44
2016,MALE,OTHER ETHNICITY,Michael10344,156,45
2017,FEMALE,ASIAN AND PACIFIC ISLANDER,Jennifer10345,155,46
2018,MALE,BLACK NON HISPANIC,William10346,154,47
2019,FEMALE,HISPANIC,Linda10347,153,48
2020,MALE,WHITE NON HISPANIC,David10348,152,49
2021,FEMALE,OTHER ETHNICITY,Barbara10349,151,50
2022,MALE,ASIAN AND PACIFIC ISLANDER,Richard10350,150,1
2023,FEMALE,BLACK NON HISPANIC,Susan10351,149,2
2016,MALE,HISPANIC,Joseph10352,148,3
2017,FEMALE,WHITE NON HISPANIC,Jessica10353,147,4
2018,MALE,OTHER ETHNICITY,Thomas10354,146,5
2019,FEMALE,ASIAN AND PACIFIC ISLANDER,Sarah10355,145,6
2020,MALE,BLACK NON HISPANIC,Charles10356,144,7
2021,FEMALE,HISPANIC,Karen10357,143,8
2022,MALE,WHITE NON HISPANIC,Christopher10358,142,9
2023,FEMALE,OTHER ETHNICITY,Nancy10359,141,10
2016,MALE,ASIAN AND PACIFIC ISLANDER,James10360,140,11
2017,FEMALE,BLACK NON HISPANIC,Mary10361,139,12
2018,MALE,HISPANIC,Robert10362,138,13
2019,FEMALE,WHITE NON HISPANIC,Patricia10363,137,14
2020,MALE,OTHER ETHNICITY,Michael10364,136,15
2021,FEMALE,ASIAN AND PACIFIC ISLANDER,Jennifer10365,135,16
2022,MALE,BLACK NON HISPANIC,William10366,134,17
2023,FEMALE,HISPANIC,Linda10367,133,18
2016,MALE,WHITE NON HISPANIC,David10368,132,19
2017,FEMALE,OTHER ETHNICITY,Barbara10369,131,20
2018,MALE,ASIAN AND PACIFIC ISLANDER,Richard10370,130,21
2019,FEMALE,BLACK NON HISPANIC,Susan10371,129,22
2020,MALE,HISPANIC,Joseph10372,128,23
2021,FEMALE,WHITE NON HISPANIC,Jessica10373,127,24
2022,MALE,OTHER ETHNICITY,Thomas10374,126,25
2023,FEMALE,ASIAN AND PACIFIC ISLANDER,Sarah10375,125,26
2016,MALE,BLACK NON HISPANIC,Charles10376,124,27
2017,FEMALE,HISPANIC,Karen10377,123,28
2018,MALE,WHITE NON HISPANIC,Christopher10378,122,29
2019,FEMALE,OTHER ETHNICITY,Nancy10379,121,30
2020,MALE,ASIAN AND PACIFIC ISLANDER,James10380,120,31
2021,FEMALE,BLACK NON HISPANIC,Mary10381,119,32
2022,MALE,HISPANIC,Robert10382,118,33
2023,FEMALE,WHITE NON HISPANIC,Patricia10383,117,34
2016,MALE,OTHER ETHNICITY,Michael10384,116,35
2017,FEMALE,ASIAN AND PACIFIC ISLANDER,Jennifer10385,115,36
2018,MALE,BLACK NON HISPANIC,William10386,114,37
2019,FEMALE,HISPANIC,Linda10387,113,38
2020,MALE,WHITE NON HISPANIC,David10388,112,39
2021,FEMALE,OTHER ETHNICITY,Barbara10389,111,40
2022,MALE,ASIAN AND PACIFIC ISLANDER,Richard10390,110,41
2023,FEMALE,BLACK NON HISPANIC,Susan10391,109,42
2016,MALE,HISPANIC,Joseph10392,108,43
2017,FEMALE,WHITE NON HISPANIC,Jessica10393,107,44
2018,MALE,OTHER ETHNICITY,Thomas10394,106,45
2019,FEMALE,ASIAN AND PACIFIC ISLANDER,Sarah10395,105,46
2020,MALE,BLACK NON HISPANIC,Charles10396,104,47
2021,FEMALE,HISPANIC,Karen10397,103,48
2022,MALE,WHITE NON HISPANIC,Christopher10398,102,49
2023,FEMALE,OTHER ETHNICITY,Nancy10399,101,50
2016,MALE,ASIAN AND PACIFIC ISLANDER,James10400,200,1
2017,FEMALE,BLACK NON HISPANIC,Mary10401,199,2
2018,MALE,HISPANIC,Robert10402,198,3
2019,FEMALE,WHITE NON HISPANIC,Patricia10403,197,4
2020,MALE,OTHER ETHNICITY,Michael10404,196,5
2021,FEMALE,ASIAN AND PACIFIC ISLANDER,Jennifer10405,195,6
2022,MALE,BLACK NON HISPANIC,William10406,194,7
2023,FEMALE,HISPANIC,Linda10407,193,8
2016,MALE,WHITE NON HISPANIC,David10408,192,9
2017,FEMALE,OTHER ETHNICITY,Barbara10409,191,10
2018,MALE,ASIAN AND PACIFIC ISLANDER,Richard10410,190,11
2019,FEMALE,BLACK NON HISPANIC,Susan10411,189,12
2020,MALE,HISPANIC,Joseph10412,188,13
2021,FEMALE,WHITE NON HISPANIC,Jessica10413,187,14
2022,MALE,OTHER ETHNICITY,Thomas10414,186,15
2023,FEMALE,ASIAN AND PACIFIC ISLANDER,Sarah10415,185,16
2016,MALE,BLACK NON HISPANIC,Charles10416,184,17
2017,FEMALE,HISPANIC,Karen10417,183,18
2018,MALE,WHITE NON HISPANIC,Christopher10418,182,19
2019,FEMALE,OTHER ETHNICITY,Nancy10419,181,20
2020,MALE,ASIAN AND PACIFIC ISLANDER,James10420,180,21
2021,FEMALE,BLACK NON HISPANIC,Mary10421,179,22
2022,MALE,HISPANIC,Robert10422,178,23
2023,FEMALE,WHITE NON HISPANIC,Patricia10423,177,24
2016,MALE,OTHER ETHNICITY,Michael10424,176,25
2017,FEMALE,ASIAN AND PACIFIC ISLANDER,Jennifer10425,175,26
2018,MALE,BLACK NON HISPANIC,William10426,174,27
2019,FEMALE,HISPANIC,Linda10427,173,28
2020,MALE,WHITE NON HISPANIC,David10428,172,29
2021,FEMALE,OTHER ETHNICITY,Barbara10429,171,30
2022,MALE,ASIAN AND PACIFIC ISLANDER,Richard10430,170,31
2023,FEMALE,BLACK NON HISPANIC,Susan10431,169,32
2016,MALE,HISPANIC,Joseph10432,168,33
2017,FEMALE,WHITE NON HISPANIC,Jessica10433,167,34
2018,MALE,OTHER ETHNICITY,Thomas10434,166,35
2019,FEMALE,ASIAN AND PACIFIC ISLANDER,Sarah10435,165,36
2020,MALE,BLACK NON HISPANIC,Charles10436,164,37
2021,FEMALE,HISPANIC,Karen10437,163,38
2022,MALE,WHITE NON HISPANIC,Christopher10438,162,39
2023,FEMALE,OTHER ETHNICITY,Nancy10439,161,40
2016,MALE,ASIAN AND PACIFIC ISLANDER,James10440,160,41
2017,FEMALE,BLACK NON HISPANIC,Mary10441,159,42
2018,MALE,HISPANIC,Robert10442,158,43
2019,FEMALE,WHITE NON HISPANIC,Patricia10443,157,44
2020,MALE,OTHER ETHNICITY,Michael10444,156,45
2021,FEMALE,ASIAN AND PACIFIC ISLANDER,Jennifer10445,155,46
2022,MALE,BLACK NON HISPANIC,William10446,154,47
2023,FEMALE,HISPANIC,Linda10447,153,48
2016,MALE,WHITE NON HISPANIC,David10448,152,49
2017,FEMALE,OTHER ETHNICITY,Barbara10449,151,50
2018,MALE,ASIAN AND PACIFIC ISLANDER,Richard10450,150,1
2019,FEMALE,BLACK NON HISPANIC,Susan10451,149,2
2020,MALE,HISPANIC,Joseph10452,148,3
2021,FEMALE,WHITE NON HISPANIC,Jessica10453,147,4
2022,MALE,OTHER ETHNICITY,Thomas10454,146,5
2023,FEMALE,ASIAN AND PACIFIC ISLANDER,Sarah10455,145,6
2016,MALE,BLACK NON HISPANIC,Charles10456,144,7
2017,FEMALE,HISPANIC,Karen10457,143,8
2018,MALE,WHITE NON HISPANIC,Christopher10458,142,9
2019,FEMALE,OTHER ETHNICITY,Nancy10459,141,10
2020,MALE,ASIAN AND PACIFIC ISLANDER,James10460,140,11
2021,FEMALE,BLACK NON HISPANIC,Mary10461,139,12
2022,MALE,HISPANIC,Robert10462,138,13
2023,FEMALE,WHITE NON HISPANIC,Patricia10463,137,14
2016,MALE,OTHER ETHNICITY,Michael10464,136,15
2017,FEMALE,ASIAN AND PACIFIC ISLANDER,Jennifer10465,135,16
2018,MALE,BLACK NON HISPANIC,William10466,134,17
2019,FEMALE,HISPANIC,Linda10467,133,18
2020,MALE,WHITE NON HISPANIC,David10468,132,19
2021,FEMALE,OTHER ETHNICITY,Barbara10469,131,20
2022,MALE,ASIAN AND PACIFIC ISLANDER,Richard10470,130,21
2023,FEMALE,BLACK NON HISPANIC,Susan10471,129,22
2016,MALE,HISPANIC,Joseph10472,128,23
2017,FEMALE,WHITE NON HISPANIC,Jessica10473,127,24
2018,MALE,OTHER ETHNICITY,Thomas10474,126,25
2019,FEMALE,ASIAN AND PACIFIC ISLANDER,Sarah10475,125,26
2020,MALE,BLACK NON HISPANIC,Charles10476,124,27
2021,FEMALE,HISPANIC,Karen10477,123,28
2022,MALE,WHITE NON HISPANIC,Christopher10478,122,29
2023,FEMALE,OTHER ETHNICITY,Nancy10479,121,30
2016,MALE,ASIAN AND PACIFIC ISLANDER,James10480,120,31
2017,FEMALE,BLACK NON HISPANIC,Mary10481,119,32
2018,MALE,HISPANIC,Robert10482,118,33
2019,FEMALE,WHITE NON HISPANIC,Patricia10483,117,34
2020,MALE,OTHER ETHNICITY,Michael10484,116,35
2021,FEMALE,ASIAN AND PACIFIC ISLANDER,Jennifer10485,115,36
2022,MALE,BLACK NON HISPANIC,William10486,114,37
2023,FEMALE,HISPANIC,Linda10487,113,38
2016,MALE,WHITE NON HISPANIC,David10488,112,39
2017,FEMALE,OTHER ETHNICITY,Barbara10489,111,40
2018,MALE,ASIAN AND PACIFIC ISLANDER,Richard10490,110,41
2019,FEMALE,BLACK NON HISPANIC,Susan10491,109,42
2020,MALE,HISPANIC,Joseph10492,108,43
2021,FEMALE,WHITE NON HISPANIC,Jessica10493,107,44
2022,MALE,OTHER ETHNICITY,Thomas10494,106,45
2023,FEMALE,ASIAN AND PACIFIC ISLANDER,Sarah10495,105,46
2016,MALE,BLACK NON HISPANIC,Charles10496,104,47
2017,FEMALE,HISPANIC,Karen10497,103,48
2018,MALE,WHITE NON HISPANIC,Christopher10498,102,49
2019,FEMALE,OTHER ETHNICITY,Nancy10499,101,50
2020,MALE,ASIAN AND PACIFIC ISLANDER,James10500,200,1
2021,FEMALE,BLACK NON HISPANIC,Mary10501,199,2
2022,MALE,HISPANIC,Robert10502,198,3
2023,FEMALE,WHITE NON HISPANIC,Patricia10503,197,4
2016,MALE,OTHER ETHNICITY,Michael10504,196,5
2017,FEMALE,ASIAN AND PACIFIC ISLANDER,Jennifer10505,195,6
2018,MALE,BLACK NON HISPANIC,William10506,194,7
2019,FEMALE,HISPANIC,Linda10507,193,8
2020,MALE,WHITE NON HISPANIC,David10508,192,9
2021,FEMALE,OTHER ETHNICITY,Barbara10509,191,10
2022,MALE,ASIAN AND PACIFIC ISLANDER,Richard10510,190,11
2023,FEMALE,BLACK NON HISPANIC,Susan10511,189,12
2016,MALE,HISPANIC,Joseph10512,188,13
2017,FEMALE,WHITE NON HISPANIC,Jessica10513,187,14
2018,MALE,OTHER ETHNICITY,Thomas10514,186,15
2019,FEMALE,ASIAN AND PACIFIC ISLANDER,Sarah10515,185,16
2020,MALE,BLACK NON HISPANIC,Charles10516,184,17
2021,FEMALE,HISPANIC,Karen10517,183,18
2022,MALE,WHITE NON HISPANIC,Christopher10518,182,19
2023,FEMALE,OTHER ETHNICITY,Nancy10519,181,20
2016,MALE,ASIAN AND PACIFIC ISLANDER,James10520,180,21
2017,FEMALE,BLACK NON HISPANIC,Mary10521,179,22
2018,MALE,HISPANIC,Robert10522,178,23
2019,FEMALE,WHITE NON HISPANIC,Patricia10523,177,24
2020,MALE,OTHER ETHNICITY,Michael10524,176,25
2021,FEMALE,ASIAN AND PACIFIC ISLANDER,Jennifer10525,175,26
2022,MALE,BLACK NON HISPANIC,William10526,174,27
2023,FEMALE,HISPANIC,Linda10527,173,28
2016,MALE,WHITE NON HISPANIC,David10528,172,29
2017,FEMALE,OTHER ETHNICITY,Barbara10529,171,30
2018,MALE,ASIAN AND PACIFIC ISLANDER,Richard10530,170,31
2019,FEMALE,BLACK NON HISPANIC,Susan10531,169,32
2020,MALE,HISPANIC,Joseph10532,168,33
2021,FEMALE,WHITE NON HISPANIC,Jessica10533,167,34
2022,MALE,OTHER ETHNICITY,Thomas10534,166,35
2023,FEMALE,ASIAN AND PACIFIC ISLANDER,Sarah10535,165,36
2016,MALE,BLACK NON HISPANIC,Charles10536,164,37
2017,FEMALE,HISPANIC,Karen10537,163,38
2018,MALE,WHITE NON HISPANIC,Christopher10538,162,39
2019,FEMALE,OTHER ETHNICITY,Nancy10539,161,40
2020,MALE,ASIAN AND PACIFIC ISLANDER,James10540,160,41
2021,FEMALE,BLACK NON HISPANIC,Mary10541,159,42
2022,MALE,HISPANIC,Robert10542,158,43
2023,FEMALE,WHITE NON HISPANIC,Patricia10543,157,44
2016,MALE,OTHER ETHNICITY,Michael10544,156,45
2017,FEMALE,ASIAN AND PACIFIC ISLANDER,Jennifer10545,155,46
2018,MALE,BLACK NON HISPANIC,William10546,154,47
2019,FEMALE,HISPANIC,Linda10547,153,48
2020,MALE,WHITE NON HISPANIC,David10548,152,49
2021,FEMALE,OTHER ETHNICITY,Barbara10549,151,50
2022,MALE,ASIAN AND PACIFIC ISLANDER,Richard10550,150,1
2023,FEMALE,BLACK NON HISPANIC,Susan10551,149,2
2016,MALE,HISPANIC,Joseph10552,148,3
2017,FEMALE,WHITE NON HISPANIC,Jessica10553,147,4
2018,MALE,OTHER ETHNICITY,Thomas10554,146,5
2019,FEMALE,ASIAN AND PACIFIC ISLANDER,Sarah10555,145,6
2020,MALE,BLACK NON HISPANIC,Charles10556,144,7
2021,FEMALE,HISPANIC,Karen10557,143,8
2022,MALE,WHITE NON HISPANIC,Christopher10558,142,9
2023,FEMALE,OTHER ETHNICITY,Nancy10559,141,10
2016,MALE,ASIAN AND PACIFIC ISLANDER,James10560,140,11
2017,FEMALE,BLACK NON HISPANIC,Mary10561,139,12
2018,MALE,HISPANIC,Robert10562,138,13
2019,FEMALE,WHITE NON HISPANIC,Patricia10563,137,14
2020,MALE,OTHER ETHNICITY,Michael10564,136,15
2021,FEMALE,ASIAN AND PACIFIC ISLANDER,Jennifer10565,135,16
2022,MALE,BLACK NON HISPANIC,William10566,134,17
2023,FEMALE,HISPANIC,Linda10567,133,18
2016,MALE,WHITE NON HISPANIC,David10568,132,19
2017,FEMALE,OTHER ETHNICITY,Barbara10569,131,20
2018,MALE,ASIAN AND PACIFIC ISLANDER,Richard10570,130,21
2019,FEMALE,BLACK NON HISPANIC,Susan10571,129,22
2020,MALE,HISPANIC,Joseph10572,128,23
2021,FEMALE,WHITE NON HISPANIC,Jessica10573,127,24
2022,MALE,OTHER ETHNICITY,Thomas10574,126,25
2023,FEMALE,ASIAN AND PACIFIC ISLANDER,Sarah10575,125,26
2016,MALE,BLACK NON HISPANIC,Charles10576,124,27
2017,FEMALE,HISPANIC,Karen10577,123,28
2018,MALE,WHITE NON HISPANIC,Christopher10578,122,29
2019,FEMALE,OTHER ETHNICITY,Nancy10579,121,30
2020,MALE,ASIAN AND PACIFIC ISLANDER,James10580,120,31
2021,FEMALE,BLACK NON HISPANIC,Mary10581,119,32
2022,MALE,HISPANIC,Robert10582,118,33
2023,FEMALE,WHITE NON HISPANIC,Patricia10583,117,34
2016,MALE,OTHER ETHNICITY,Michael10584,116,35
2017,FEMALE,ASIAN AND PACIFIC ISLANDER,Jennifer10585,115,36
2018,MALE,BLACK NON HISPANIC,William10586,114,37
2019,FEMALE,HISPANIC,Linda10587,113,38
2020,MALE,WHITE NON HISPANIC,David10588,112,39
2021,FEMALE,OTHER ETHNICITY,Barbara10589,111,40
2022,MALE,ASIAN AND PACIFIC ISLANDER,Richard10590,110,41
2023,FEMALE,BLACK NON HISPANIC,Susan10591,109,42
2016,MALE,HISPANIC,Joseph10592,108,43
2017,FEMALE,WHITE NON HISPANIC,Jessica10593,107,44
2018,MALE,OTHER ETHNICITY,Thomas10594,106,45
2019,FEMALE,ASIAN AND PACIFIC ISLANDER,Sarah10595,105,46
2020,MALE,BLACK NON HISPANIC,Charles10596,104,47
2021,FEMALE,HISPANIC,Karen10597,103,48
2022,MALE,WHITE NON HISPANIC,Christopher10598,102,49
2023,FEMALE,OTHER ETHNICITY,Nancy10599,101,50
2016,MALE,ASIAN AND PACIFIC ISLANDER,James10600,200,1
2017,FEMALE,BLACK NON HISPANIC,Mary10601,199,2
2018,MALE,HISPANIC,Robert10602,198,3
2019,FEMALE,WHITE NON HISPANIC,Patricia10603,197,4
2020,MALE,OTHER ETHNICITY,Michael10604,196,5
2021,FEMALE,ASIAN AND PACIFIC ISLANDER,Jennifer10605,195,6
2022,MALE,BLACK NON HISPANIC,William10606,194,7
2023,FEMALE,HISPANIC,Linda10607,193,8
2016,MALE,WHITE NON HISPANIC,David10608,192,9
2017,FEMALE,OTHER ETHNICITY,Barbara10609,191,10
2018,MALE,ASIAN AND PACIFIC ISLANDER,Richard10610,190,11
2019,FEMALE,BLACK NON HISPANIC,Susan10611,189,12
2020,MALE,HISPANIC,Joseph10612,188,13
2021,FEMALE,WHITE NON HISPANIC,Jessica10613,187,14
2022,MALE,OTHER ETHNICITY,Thomas10614,186,15
2023,FEMALE,ASIAN AND PACIFIC ISLANDER,Sarah10615,185,16
2016,MALE,BLACK NON HISPANIC,Charles10616,184,17
2017,FEMALE,HISPANIC,Karen10617,183,18
2018,MALE,WHITE NON HISPANIC,Christopher10618,182,19
2019,FEMALE,OTHER ETHNICITY,Nancy10619,181,20
2020,MALE,ASIAN AND PACIFIC ISLANDER,James10620,180,21
2021,FEMALE,BLACK NON HISPANIC,Mary10621,179,22
2022,MALE,HISPANIC,Robert10622,178,23
2023,FEMALE,WHITE NON HISPANIC,Patricia10623,177,24
2016,MALE,OTHER ETHNICITY,Michael10624,176,25
2017,FEMALE,ASIAN AND PACIFIC ISLANDER,Jennifer10625,175,26
2018,MALE,BLACK NON HISPANIC,William10626,174,27
2019,FEMALE,HISPANIC,Linda10627,173,28
2020,MALE,WHITE NON HISPANIC,David10628,172,29
2021,FEMALE,OTHER ETHNICITY,Barbara10629,171,30
2022,MALE,ASIAN AND PACIFIC ISLANDER,Richard10630,170,31
2023,FEMALE,BLACK NON HISPANIC,Susan10631,169,32
2016,MALE,HISPANIC,Joseph10632,168,33
2017,FEMALE,WHITE NON HISPANIC,Jessica10633,167,34
2018,MALE,OTHER ETHNICITY,Thomas10634,166,35
2019,FEMALE,ASIAN AND PACIFIC ISLANDER,Sarah10635,165,36
2020,MALE,BLACK NON HISPANIC,Charles10636,164,37
2021,FEMALE,HISPANIC,Karen10637,163,38
2022,MALE,WHITE NON HISPANIC,Christopher10638,162,39
2023,FEMALE,OTHER ETHNICITY,Nancy10639,161,40
2016,MALE,ASIAN AND PACIFIC ISLANDER,James10640,160,41
2017,FEMALE,BLACK NON HISPANIC,Mary10641,159,42
2018,MALE,HISPANIC,Robert10642,158,43
2019,FEMALE,WHITE NON HISPANIC,Patricia10643,157,44
2020,MALE,OTHER ETHNICITY,Michael10644,156,45
2021,FEMALE,ASIAN AND PACIFIC ISLANDER,Jennifer10645,155,46
2022,MALE,BLACK NON HISPANIC,William10646,154,47
2023,FEMALE,HISPANIC,Linda10647,153,48
2016,MALE,WHITE NON HISPANIC,David10648,152,49
2017,FEMALE,OTHER ETHNICITY,Barbara10649,151,50
2018,MALE,ASIAN AND PACIFIC ISLANDER,Richard10650,150,1
2019,FEMALE,BLACK NON HISPANIC,Susan10651,149,2
2020,MALE,HISPANIC,Joseph10652,148,3
2021,FEMALE,WHITE NON HISPANIC,Jessica10653,147,4
2022,MALE,OTHER ETHNICITY,Thomas10654,146,5
2023,FEMALE,ASIAN AND PACIFIC ISLANDER,Sarah10655,145,6
2016,MALE,BLACK NON HISPANIC,Charles10656,144,7
2017,FEMALE,HISPANIC,Karen10657,143,8
2018,MALE,WHITE NON HISPANIC,Christopher10658,142,9
2019,FEMALE,OTHER ETHNICITY,Nancy10659,141,10
2020,MALE,ASIAN AND PACIFIC ISLANDER,James10660,140,11
2021,FEMALE,BLACK NON HISPANIC,Mary10661,139,12
2022,MALE,HISPANIC,Robert10662,138,13
2023,FEMALE,WHITE NON HISPANIC,Patricia10663,137,14
2016,MALE,OTHER ETHNICITY,Michael10664,136,15
2017,FEMALE,ASIAN AND PACIFIC ISLANDER,Jennifer10665,135,16
2018,MALE,BLACK NON HISPANIC,William10666,134,17
2019,FEMALE,HISPANIC,Linda10667,133,18
2020,MALE,WHITE NON HISPANIC,David10668,132,19
2021,FEMALE,OTHER ETHNICITY,Barbara10669,131,20
2022,MALE,ASIAN AND PACIFIC ISLANDER,Richard10670,130,21
2023,FEMALE,BLACK NON HISPANIC,Susan10671,129,22
2016,MALE,HISPANIC,Joseph10672,128,23
2017,FEMALE,WHITE NON HISPANIC,Jessica10673,127,24
2018,MALE,OTHER ETHNICITY,Thomas10674,126,25
2019,FEMALE,ASIAN AND PACIFIC ISLANDER,Sarah10675,125,26
2020,MALE,BLACK NON HISPANIC,Charles10676,124,27
2021,FEMALE,HISPANIC,Karen10677,123,28
2022,MALE,WHITE NON HISPANIC,Christopher10678,122,29
2023,FEMALE,OTHER ETHNICITY,Nancy10679,121,30
2016,MALE,ASIAN AND PACIFIC ISLANDER,James10680,120,31
2017,FEMALE,BLACK NON HISPANIC,Mary10681,119,32
2018,MALE,HISPANIC,Robert10682,118,33
2019,FEMALE,WHITE NON HISPANIC,Patricia10683,117,34
2020,MALE,OTHER ETHNICITY,Michael10684,116,35
2021,FEMALE,ASIAN AND PACIFIC ISLANDER,Jennifer10685,115,36
2022,MALE,BLACK NON HISPANIC,William10686,114,37
2023,FEMALE,HISPANIC,Linda10687,113,38
2016,MALE,WHITE NON HISPANIC,David10688,112,39
2017,FEMALE,OTHER ETHNICITY,Barbara10689,111,40
2018,MALE,ASIAN AND PACIFIC ISLANDER,Richard10690,110,41
2019,FEMALE,BLACK NON HISPANIC,Susan10691,109,42
2020,MALE,HISPANIC,Joseph10692,108,43
2021,FEMALE,WHITE NON HISPANIC,Jessica10693,107,44
2022,MALE,OTHER ETHNICITY,Thomas10694,106,45
2023,FEMALE,ASIAN AND PACIFIC ISLANDER,Sarah10695,105,46
2016,MALE,BLACK NON HISPANIC,Charles10696,104,47
2017,FEMALE,HISPANIC,Karen10697,103,48
2018,MALE,WHITE NON HISPANIC,Christopher10698,102,49
2019,FEMALE,OTHER ETHNICITY,Nancy10699,101,50
2020,MALE,ASIAN AND PACIFIC ISLANDER,James10700,200,1
2021,FEMALE,BLACK NON HISPANIC,Mary10701,199,2
2022,MALE,HISPANIC,Robert10702,198,3
2023,FEMALE,WHITE NON HISPANIC,Patricia10703,197,4
2016,MALE,OTHER ETHNICITY,Michael10704,196,5
2017,FEMALE,ASIAN AND PACIFIC ISLANDER,Jennifer10705,195,6
2018,MALE,BLACK NON HISPANIC,William10706,194,7
2019,FEMALE,HISPANIC,Linda10707,193,8
2020,MALE,WHITE NON HISPANIC,David10708,192,9
2021,FEMALE,OTHER ETHNICITY,Barbara10709,191,10
2022,MALE,ASIAN AND PACIFIC ISLANDER,Richard10710,190,11
2023,FEMALE,BLACK NON HISPANIC,Susan10711,189,12
2016,MALE,HISPANIC,Joseph10712,188,13
2017,FEMALE,WHITE NON HISPANIC,Jessica10713,187,14
2018,MALE,OTHER ETHNICITY,Thomas10714,186,15
2019,FEMALE,ASIAN AND PACIFIC ISLANDER,Sarah10715,185,16
2020,MALE,BLACK NON HISPANIC,Charles10716,184,17
2021,FEMALE,HISPANIC,Karen10717,183,18
2022,MALE,WHITE NON HISPANIC,Christopher10718,182,19
2023,FEMALE,OTHER ETHNICITY,Nancy10719,181,20
2016,MALE,ASIAN AND PACIFIC ISLANDER,James10720,180,21
2017,FEMALE,BLACK NON HISPANIC,Mary10721,179,22
2018,MALE,HISPANIC,Robert10722,178,23
2019,FEMALE,WHITE NON HISPANIC,Patricia10723,177,24
2020,MALE,OTHER ETHNICITY,Michael10724,176,25
2021,FEMALE,ASIAN AND PACIFIC ISLANDER,Jennifer10725,175,26
2022,MALE,BLACK NON HISPANIC,William10726,174,27
2023,FEMALE,HISPANIC,Linda10727,173,28
2016,MALE,WHITE NON HISPANIC,David10728,172,29
2017,FEMALE,OTHER ETHNICITY,Barbara10729,171,30
2018,MALE,ASIAN AND PACIFIC ISLANDER,Richard10730,170,31
2019,FEMALE,BLACK NON HISPANIC,Susan10731,169,32
2020,MALE,HISPANIC,Joseph10732,168,33
2021,FEMALE,WHITE NON HISPANIC,Jessica10733,167,34
2022,MALE,OTHER ETHNICITY,Thomas10734,166,35
2023,FEMALE,ASIAN AND PACIFIC ISLANDER,Sarah10735,165,36
2016,MALE,BLACK NON HISPANIC,Charles10736,164,37
2017,FEMALE,HISPANIC,Karen10737,163,38
2018,MALE,WHITE NON HISPANIC,Christopher10738,162,39
2019,FEMALE,OTHER ETHNICITY,Nancy10739,161,40
2020,MALE,ASIAN AND PACIFIC ISLANDER,James10740,160,41
2021,FEMALE,BLACK NON HISPANIC,Mary10741,159,42
2022,MALE,HISPANIC,Robert10742,158,43
2023,FEMALE,WHITE NON HISPANIC,Patricia10743,157,44
2016,MALE,OTHER ETHNICITY,Michael10744,156,45
2017,FEMALE,ASIAN AND PACIFIC ISLANDER,Jennifer10745,155,46
2018,MALE,BLACK NON HISPANIC,William10746,154,47
2019,FEMALE,HISPANIC,Linda10747,153,48
2020,MALE,WHITE NON HISPANIC,David10748,152,49
2021,FEMALE,OTHER ETHNICITY,Barbara10749,151,50
2022,MALE,ASIAN AND PACIFIC ISLANDER,Richard10750,150,1
